,item_identifyer,tangram,scene,raw_annotation,clean_annotation,head_noun,wn_lemma,selected_synset,synset_definition,tangram_id,item_id,image_url,partition_name,workspace_name,tangram_pos,order_idx,time_delta
3102,58-bedroom-sws10_5,page7-107,bedroom,person curled inward,person curled inward,person,person,person.n.01,a human being,58,641,641_grid_tr.png,sws10,sws10_5,tr,33,1391.379518
3103,58-bedroom-sws10_8,page7-107,bedroom,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,641,641_grid_tr.png,sws10,sws10_8,tr,12,239.464754
3104,58-bedroom-sws10_9,page7-107,bedroom,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,641,641_grid_tr.png,sws10,sws10_9,tr,16,160.647591
3105,58-bedroom-sws10_0,page7-107,bedroom,a bed and pillows,bed and pillows,bed,bed,bed.n.01,a piece of furniture that provides a place to sleep,58,641,641_grid_tr.png,sws10,sws10_0,tr,19,833.414279
3106,58-bedroom-sws10_1,page7-107,bedroom,croissant,croissant,croissant,crescent_roll,crescent_roll.n.01,very rich flaky crescent-shaped roll,58,641,641_grid_tr.png,sws10,sws10_1,tr,2,56.156285
3107,58-bedroom-sws10_10,page7-107,bedroom,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,641,641_grid_tr.png,sws10,sws10_10,tr,4,27.904585
3108,58-bedroom-sws10_2,page7-107,bedroom,diamond,diamond,diamond,diamond,diamond.n.01,a transparent piece of diamond that has been cut and polished and is valued as a precious gem,58,641,641_grid_tr.png,sws10,sws10_2,tr,18,622.743894
3109,58-bedroom-sws10_4,page7-107,bedroom,coffee mug,coffee mug,coffee mug,coffee_mug,coffee_mug.n.01,a mug intended for serving coffee,58,641,641_grid_tr.png,sws10,sws10_4,tr,27,443.218116
3110,58-forest-sws18_15,page7-107,forest,coiled snake,coiled snake,snake,snake,snake.n.01,limbless scaly elongate reptile; some are venomous,58,643,643_grid_bl.png,sws18,sws18_15,bl,28,969.798896
3111,58-forest-sws18_16,page7-107,forest,mountins,mountins,mountins,mountain,mountain.n.01,a land mass that projects well above its surroundings; higher than a hill,58,643,643_grid_bl.png,sws18,sws18_16,bl,19,255.666688
3112,58-forest-sws18_18,page7-107,forest,Cruller,cruller,cruller,cruller,cruller.n.01,small friedcake formed into twisted strips and fried; richer than doughnuts,58,643,643_grid_bl.png,sws18,sws18_18,bl,27,623.074919
3113,58-forest-sws18_7,page7-107,forest,"ribbon, shirt collar, glacier",ribbon / shirt collar / glacier,ribbon,decoration,decoration.n.02,an award for winning a championship or commemorating some other event,58,643,643_grid_bl.png,sws18,sws18_7,bl,7,784.798136
3114,58-forest-sws18_9,page7-107,forest,side profile of face,side profile of face,side profile,profile,profile.n.02,an outline of something (especially a human face as seen from one side),58,643,643_grid_bl.png,sws18,sws18_9,bl,31,488.820095
3115,58-forest-sws18_0,page7-107,forest,Bird head,bird head,bird head,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,58,643,643_grid_bl.png,sws18,sws18_0,bl,25,308.588914
3116,58-forest-sws18_10,page7-107,forest,two foxes curled up,foxes,foxes,fox,fox.n.01,alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs,58,643,643_grid_bl.png,sws18,sws18_10,bl,4,77.501196
3117,58-forest-sws18_11,page7-107,forest,Pacman,pacman,pacman,fictional_character,fictional_character.n.01,an imaginary person represented in a work of fiction (play or film or story),58,643,643_grid_bl.png,sws18,sws18_11,bl,9,656.85205
3118,58-forest-sws18_3,page7-107,forest,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,643,643_grid_bl.png,sws18,sws18_3,bl,1,24.785662
3119,58-forest-sws18_4,page7-107,forest,A mask,mask,mask,mask,mask.n.01,a covering to disguise or conceal the face,58,643,643_grid_bl.png,sws18,sws18_4,bl,6,533.395939
3120,58-kitchen-sws6_17,page7-107,kitchen,a glove with a hole in it,glove with a hole in it,glove,glove,glove.n.02,handwear: covers the hand and wrist,58,639,639_grid_bl.png,sws6,sws6_17,bl,4,144.123593
3121,58-kitchen-sws6_19,page7-107,kitchen,Fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,639,639_grid_bl.png,sws6,sws6_19,bl,36,1095.11211
3122,58-kitchen-sws6_23,page7-107,kitchen,snake,snake,snake,snake,snake.n.01,limbless scaly elongate reptile; some are venomous,58,639,639_grid_bl.png,sws6,sws6_23,bl,32,988.645316
3123,58-kitchen-sws6_5,page7-107,kitchen,astroid,astroid,astroid,asteroid,asteroid.n.01,any of numerous small celestial bodies composed of rock and metal that move around the sun (mainly between the orbits of Mars and Jupiter),58,639,639_grid_bl.png,sws6,sws6_5,bl,14,167.50411
3124,58-kitchen-sws6_9,page7-107,kitchen,Goldfish,goldfish,goldfish,goldfish,goldfish.n.01,small golden or orange-red freshwater fishes of Eurasia used as pond or aquarium fishes,58,639,639_grid_bl.png,sws6,sws6_9,bl,0,0.0
3125,58-kitchen-sws6_11,page7-107,kitchen,flame,flame,flame,fire,fire.n.03,the process of combustion of inflammable materials producing heat and light and (often) smoke,58,639,639_grid_bl.png,sws6,sws6_11,bl,1,28.463271
3126,58-kitchen-sws6_12,page7-107,kitchen,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,639,639_grid_bl.png,sws6,sws6_12,bl,1,9.34622
3127,58-kitchen-sws6_13,page7-107,kitchen,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,639,639_grid_bl.png,sws6,sws6_13,bl,0,0.0
3128,58-kitchen-sws6_4,page7-107,kitchen,anime hair,anime hair,anime hair,hair,hair.n.01,a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss,58,639,639_grid_bl.png,sws6,sws6_4,bl,9,153.394291
3129,58-kitchen-sws6_14,page7-107,kitchen,fist,fist,fist,fist,fist.n.01,a hand with the fingers clenched in the palm (as for hitting),58,639,639_grid_bl.png,sws6,sws6_14,bl,4,60.004028
3130,58-mountain-sws0_11,page7-107,mountain,Ghost,ghost,ghost,ghost,ghost.n.01,a mental representation of some haunting experience,58,644,644_grid_tl.png,sws0,sws0_11,tl,35,426.404562
3131,58-mountain-sws0_12,page7-107,mountain,A hen,hen,hen,hen,hen.n.01,adult female chicken,58,644,644_grid_tl.png,sws0,sws0_12,tl,13,124.541629
3132,58-mountain-sws0_13,page7-107,mountain,camera,camera,camera,camera,camera.n.01,equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other),58,644,644_grid_tl.png,sws0,sws0_13,tl,7,246.420012
3133,58-mountain-sws0_7,page7-107,mountain,a lion cub,lion cub,lion cub,lion_cub,lion_cub.n.01,a young lion,58,644,644_grid_tl.png,sws0,sws0_7,tl,30,371.133444
3134,58-mountain-sws0_9,page7-107,mountain,ring,ring,ring,ring,ring.n.02,a toroidal shape,58,644,644_grid_tl.png,sws0,sws0_9,tl,22,282.608797
3135,58-mountain-sws0_0,page7-107,mountain,"fire
",fire,fire,fire,fire.n.01,the event of something burning (often destructive),58,644,644_grid_tl.png,sws0,sws0_0,tl,3,138.991454
3136,58-mountain-sws0_10,page7-107,mountain,The head of a lizard or like a bird skeleton,head of a lizard or like a bird skeleton,lizard,lizard,lizard.n.01,relatively long-bodied reptile with usually two pairs of legs and a tapering tail,58,644,644_grid_tl.png,sws0,sws0_10,tl,25,496.938829
3137,58-mountain-sws0_2,page7-107,mountain,"hurricane
",hurricane,hurricane,hurricane,hurricane.n.01,a severe tropical cyclone usually with heavy rains and winds moving a 73-136 knots (12 on the Beaufort scale),58,644,644_grid_tl.png,sws0,sws0_2,tl,31,323.089873
3138,58-mountain-sws0_3,page7-107,mountain,fish shape,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,644,644_grid_tl.png,sws0,sws0_3,tl,28,2150.592349
3139,58-mountain-sws0_4,page7-107,mountain,Blazing comet,comet,comet,comet,comet.n.01,(astronomy) a relatively small extraterrestrial body consisting of a frozen mass that travels around the sun in a highly elliptical orbit,58,644,644_grid_tl.png,sws0,sws0_4,tl,12,251.457474
3140,58-none-bws0_11,page7-107,none,Dayton Flyers logo,dayton flyers logo,dayton flyers logo,logo,logo.n.01,a company emblem or device,58,638,638_grid_tr.png,bws0,bws0_11,tr,2,15.752224
3141,58-none-bws0_5,page7-107,none,fireball,fireball,fireball,bolide,bolide.n.01,an especially luminous meteor (sometimes exploding),58,638,638_grid_tr.png,bws0,bws0_5,tr,2,16.987409
3142,58-none-bws0_6,page7-107,none,bird head,bird head,bird head,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,58,638,638_grid_tr.png,bws0,bws0_6,tr,1,14.606319
3143,58-none-bws0_7,page7-107,none,bird mouth,bird mouth,bird mouth,notch,notch.n.01,a V-shaped indentation,58,638,638_grid_tr.png,bws0,bws0_7,tr,9,85.46912
3144,58-none-bws0_8,page7-107,none,Seashell Flower,seashell flower,seashell flower,seashell,seashell.n.01,the shell of a marine organism,58,638,638_grid_tr.png,bws0,bws0_8,tr,27,702.539323
3145,58-none-bws0_0,page7-107,none,CAMERA,camera,camera,camera,camera.n.01,equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other),58,638,638_grid_tr.png,bws0,bws0_0,tr,31,1228.691919
3146,58-none-bws0_1,page7-107,none,deathstar,deathstar,deathstar,space_station,space_station.n.01,a manned artificial satellite in a fixed orbit designed for scientific research,58,638,638_grid_tr.png,bws0,bws0_1,tr,20,399.367538
3147,58-none-bws0_10,page7-107,none,a fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,638,638_grid_tr.png,bws0,bws0_10,tr,23,263.746845
3148,58-none-bws0_3,page7-107,none,Circle,circle,circle,circle,circle.n.01,ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point,58,638,638_grid_tr.png,bws0,bws0_3,tr,23,408.311621
3149,58-none-bws0_4,page7-107,none,duck,duck,duck,duck,duck.n.01,small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs,58,638,638_grid_tr.png,bws0,bws0_4,tr,14,163.648524
3150,58-office-sws12_13,page7-107,office,FIREBALL,fireball,fireball,bolide,bolide.n.01,an especially luminous meteor (sometimes exploding),58,642,642_grid_tl.png,sws12,sws12_13,tl,18,434.910681
3151,58-office-sws12_5,page7-107,office,lable,lable,lable,label,label.n.01,a brief description given for purposes of identification,58,642,642_grid_tl.png,sws12,sws12_5,tl,12,191.354342
3152,58-office-sws12_6,page7-107,office,skull,skull,skull,skull,skull.n.01,the bony skeleton of the head of vertebrates,58,642,642_grid_tl.png,sws12,sws12_6,tl,31,653.898943
3153,58-office-sws12_7,page7-107,office,claw,claw,claw,claw,claw.n.01,sharp curved horny process on the toe of a bird or some mammals or reptiles,58,642,642_grid_tl.png,sws12,sws12_7,tl,29,1519.765561
3154,58-office-sws12_8,page7-107,office,pen tip,pen tip,pen tip,pen,pen.n.01,a writing implement with a point from which ink flows,58,642,642_grid_tl.png,sws12,sws12_8,tl,35,440.283144
3155,58-office-sws12_9,page7-107,office,Baby bird,baby bird,baby bird,nestling,nestling.n.01,young bird not yet fledged,58,642,642_grid_tl.png,sws12,sws12_9,tl,26,304.429806
3156,58-office-sws12_0,page7-107,office,"It looks like a desk

",desk,desk,desk,desk.n.01,a piece of furniture with a writing surface and usually drawers or other compartments,58,642,642_grid_tl.png,sws12,sws12_0,tl,8,185.592791
3157,58-office-sws12_1,page7-107,office,Cardboard with a hole in the middle,cardboard with hole in the middle,cardboard,cardboard,cardboard.n.01,a stiff moderately thick paper,58,642,642_grid_tl.png,sws12,sws12_1,tl,35,551.279771
3158,58-office-sws12_2,page7-107,office,diamond,diamond,diamond,diamond,diamond.n.01,a transparent piece of diamond that has been cut and polished and is valued as a precious gem,58,642,642_grid_tl.png,sws12,sws12_2,tl,36,2202.392869
3159,58-office-sws12_11,page7-107,office,bird,bird,bird,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,58,642,642_grid_tl.png,sws12,sws12_11,tl,16,293.771789
3160,58-sea_bottom-sws8_16,page7-107,sea_bottom,snail,snail,snail,snail,snail.n.01,freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell,58,648,648_grid_br.png,sws8,sws8_16,br,24,355.374627
3161,58-sea_bottom-sws8_6,page7-107,sea_bottom,coral reef,coral reef,reef,reef,reef.n.01,a submerged ridge of rock or coral near the surface of the water,58,648,648_grid_br.png,sws8,sws8_6,br,18,332.180302
3162,58-sea_bottom-sws8_7,page7-107,sea_bottom,Fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,648,648_grid_br.png,sws8,sws8_7,br,20,445.895709
3163,58-sea_bottom-sws8_8,page7-107,sea_bottom,Hooded figure,hooded figure,figure,figure,figure.n.01,a diagram or picture illustrating textual material,58,648,648_grid_br.png,sws8,sws8_8,br,18,293.869926
3164,58-sea_bottom-sws8_9,page7-107,sea_bottom,a shell,shell,shell,shell,shell.n.01,ammunition consisting of a cylindrical metal casing containing an explosive charge and a projectile; fired from a large gun,58,648,648_grid_br.png,sws8,sws8_9,br,22,194.324678
3165,58-sea_bottom-sws8_0,page7-107,sea_bottom,pool,pool,pool,pool,pool.n.01,an excavation that is (usually) filled with water,58,648,648_grid_br.png,sws8,sws8_0,br,19,319.918349
3166,58-sea_bottom-sws8_11,page7-107,sea_bottom,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,648,648_grid_br.png,sws8,sws8_11,br,4,74.048976
3167,58-sea_bottom-sws8_13,page7-107,sea_bottom,Jellyfish,jellyfish,jellyfish,jellyfish,jellyfish.n.02,any of numerous usually marine and free-swimming coelenterates that constitute the sexually reproductive forms of hydrozoans and scyphozoans,58,648,648_grid_br.png,sws8,sws8_13,br,3,24.772694
3168,58-sea_bottom-sws8_3,page7-107,sea_bottom,hurricane,hurricane,hurricane,hurricane,hurricane.n.01,a severe tropical cyclone usually with heavy rains and winds moving a 73-136 knots (12 on the Beaufort scale),58,648,648_grid_br.png,sws8,sws8_3,br,24,259.378078
3169,58-sea_bottom-sws8_15,page7-107,sea_bottom,"serpent
",serpent,serpent,snake,snake.n.01,limbless scaly elongate reptile; some are venomous,58,648,648_grid_br.png,sws8,sws8_15,br,5,44.19006
3170,58-sky-sws16_15,page7-107,sky,cloud,cloud,cloud,cloud,cloud.n.01,"any collection of particles (e.g., smoke or dust) or gases that is visible",58,647,647_grid_br.png,sws16,sws16_15,br,1,10.378532
3171,58-sky-sws16_11,page7-107,sky,man's face side profile,man's face side profile,face side profile,profile,profile.n.02,an outline of something (especially a human face as seen from one side),58,647,647_grid_br.png,sws16,sws16_11,br,17,137.97816
3172,58-sky-sws16_12,page7-107,sky,sunfish,sunfish,sunfish,sunfish,sunfish.n.01,the lean flesh of any of numerous American perch-like fishes of the family Centrarchidae,58,647,647_grid_br.png,sws16,sws16_12,br,17,171.532698
3173,58-sky-sws16_6,page7-107,sky,scarf,scarf,scarf,scarf,scarf.n.01,a garment worn around the head or neck or shoulders for warmth or decoration,58,647,647_grid_br.png,sws16,sws16_6,br,4,61.74456
3174,58-sky-sws16_8,page7-107,sky,The tangram looks like the recycle symbol,recycle symbol,recycle symbol,symbol,symbol.n.01,an arbitrary sign (written or printed) that has acquired a conventional significance,58,647,647_grid_br.png,sws16,sws16_8,br,25,1017.493189
3175,58-sky-sws16_9,page7-107,sky,A fish or a bird,fish / bird,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,647,647_grid_br.png,sws16,sws16_9,br,20,861.026492
3176,58-sky-sws16_0,page7-107,sky,Looks like clouds,clouds,clouds,cloud,cloud.n.01,"any collection of particles (e.g., smoke or dust) or gases that is visible",58,647,647_grid_br.png,sws16,sws16_0,br,9,212.447283
3177,58-sky-sws16_10,page7-107,sky,"Bird head
",bird head,bird head,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,58,647,647_grid_br.png,sws16,sws16_10,br,0,0.0
3178,58-sky-sws16_3,page7-107,sky,ring,ring,ring,ring,ring.n.02,a toroidal shape,58,647,647_grid_br.png,sws16,sws16_3,br,20,277.145691
3179,58-sky-sws16_4,page7-107,sky,face,face,face,face,face.n.01,the front of the human head from the forehead to the chin and ear to ear,58,647,647_grid_br.png,sws16,sws16_4,br,3,24.01708
3180,58-street-sws2_10,page7-107,street,bird's head in profile,bird's head in profile,birds head,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,58,646,646_grid_tl.png,sws2,sws2_10,tl,14,317.751225
3181,58-street-sws2_15,page7-107,street,flower,flower,flower,flower,flower.n.01,a plant cultivated for its blooms or blossoms,58,646,646_grid_tl.png,sws2,sws2_15,tl,26,327.067058
3182,58-street-sws2_6,page7-107,street,box cutter,box cutter,box cutter,opener,opener.n.03,a hand tool used for opening sealed containers (bottles or cans),58,646,646_grid_tl.png,sws2,sws2_6,tl,36,461.735075
3183,58-street-sws2_8,page7-107,street,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,58,646,646_grid_tl.png,sws2,sws2_8,tl,28,358.261457
3184,58-street-sws2_9,page7-107,street,town square,town square,town square,public_square,public_square.n.01,an open area at the meeting of two or more streets,58,646,646_grid_tl.png,sws2,sws2_9,tl,29,416.98821
3185,58-street-sws2_0,page7-107,street,"Letter a
",letter a,letter a,A,a.n.06,the 1st letter of the Roman alphabet,58,646,646_grid_tl.png,sws2,sws2_0,tl,0,0.0
3186,58-street-sws2_1,page7-107,street,FIREBALL,fireball,fireball,bolide,bolide.n.01,an especially luminous meteor (sometimes exploding),58,646,646_grid_tl.png,sws2,sws2_1,tl,0,0.0
3187,58-street-sws2_2,page7-107,street,a quiet residential area,quiet residential area,area,area,area.n.01,a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography),58,646,646_grid_tl.png,sws2,sws2_2,tl,0,0.0
3188,58-street-sws2_3,page7-107,street,srunchie,srunchie,scrunchie,band,band.n.11,"a thin flat strip or loop of flexible material that goes around or over something else, typically to hold it together or as a decoration",58,646,646_grid_tl.png,sws2,sws2_3,tl,31,561.196352
3189,58-street-sws2_4,page7-107,street,bird's head,bird's head,head,head,head.n.01,the upper part of the human body or the front part of the body in animals; contains the face and brains,58,646,646_grid_tl.png,sws2,sws2_4,tl,33,115.082951
3190,59-bathroom-sws12_13,page7-14,bathroom,HORSE,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,651,651_grid_bl.png,sws12,sws12_13,bl,16,404.671951
3191,59-bathroom-sws12_5,page7-14,bathroom,dog,dog,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,651,651_grid_bl.png,sws12,sws12_5,bl,26,377.052071
3192,59-bathroom-sws12_6,page7-14,bathroom,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,651,651_grid_bl.png,sws12,sws12_6,bl,21,474.483168
3193,59-bathroom-sws12_7,page7-14,bathroom,unicorn,unicorn,unicorn,unicorn,unicorn.n.01,an imaginary creature represented as a white horse with a long horn growing from its forehead,59,651,651_grid_bl.png,sws12,sws12_7,bl,24,1212.634695
3194,59-bathroom-sws12_8,page7-14,bathroom,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,651,651_grid_bl.png,sws12,sws12_8,bl,14,163.13994
3195,59-bathroom-sws12_9,page7-14,bathroom,Horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,651,651_grid_bl.png,sws12,sws12_9,bl,36,408.148782
3196,59-bathroom-sws12_0,page7-14,bathroom,It looks like a cat,cat,cat,cat,cat.n.01,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,59,651,651_grid_bl.png,sws12,sws12_0,bl,9,200.693561
3197,59-bathroom-sws12_1,page7-14,bathroom,Camel or llama,camel or llama,camel,camel,camel.n.01,cud-chewing mammal used as a draft or saddle animal in desert regions,59,651,651_grid_bl.png,sws12,sws12_1,bl,30,489.951375
3198,59-bathroom-sws12_2,page7-14,bathroom,a duck,duck,duck,duck,duck.n.01,small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs,59,651,651_grid_bl.png,sws12,sws12_2,bl,22,1724.414804
3199,59-bathroom-sws12_11,page7-14,bathroom,dog,dog,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,651,651_grid_bl.png,sws12,sws12_11,bl,6,69.603585
3200,59-beach-sws2_10,page7-14,beach,giraffe,giraffe,giraffe,giraffe,giraffe.n.01,tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa,59,656,656_grid_tr.png,sws2,sws2_10,tr,36,746.091585
3201,59-beach-sws2_15,page7-14,beach,llama,llama,llama,llama,llama.n.01,wild or domesticated South American cud-chewing animal related to camels but smaller and lacking a hump,59,656,656_grid_tr.png,sws2,sws2_15,tr,5,51.216431
3202,59-beach-sws2_6,page7-14,beach,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,656,656_grid_tr.png,sws2,sws2_6,tr,35,438.762099
3203,59-beach-sws2_8,page7-14,beach,dog,dog,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,656,656_grid_tr.png,sws2,sws2_8,tr,27,352.605897
3204,59-beach-sws2_9,page7-14,beach,dog,dog,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,656,656_grid_tr.png,sws2,sws2_9,tr,34,479.322471
3205,59-beach-sws2_0,page7-14,beach,"Horse
",horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,656,656_grid_tr.png,sws2,sws2_0,tr,3,232.283029
3206,59-beach-sws2_1,page7-14,beach,A GALLOPING HORSE,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,656,656_grid_tr.png,sws2,sws2_1,tr,25,1643.255642
3207,59-beach-sws2_2,page7-14,beach,beach,beach,beach,beach,beach.n.01,an area of sand sloping down to the water of a sea or lake,59,656,656_grid_tr.png,sws2,sws2_2,tr,31,746.567519
3208,59-beach-sws2_3,page7-14,beach,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,656,656_grid_tr.png,sws2,sws2_3,tr,24,325.953726
3209,59-beach-sws2_4,page7-14,beach,dog,dog,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,656,656_grid_tr.png,sws2,sws2_4,tr,5,19.434546
3210,59-bedroom-sws6_17,page7-14,bedroom,a happy dog wagging tail,happy dog wagging tail,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,652,652_grid_br.png,sws6,sws6_17,br,32,1141.918977
3211,59-bedroom-sws6_19,page7-14,bedroom,Balloon Animal,balloon animal,balloon animal,animal,animal.n.01,a living organism characterized by voluntary movement,59,652,652_grid_br.png,sws6,sws6_19,br,24,765.012006
3212,59-bedroom-sws6_23,page7-14,bedroom,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,652,652_grid_br.png,sws6,sws6_23,br,18,351.235943
3213,59-bedroom-sws6_5,page7-14,bedroom,Swan,swan,swan,swan,swan.n.01,stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult,59,652,652_grid_br.png,sws6,sws6_5,br,15,180.505688
3214,59-bedroom-sws6_9,page7-14,bedroom,Horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,652,652_grid_br.png,sws6,sws6_9,br,2,30.313045
3215,59-bedroom-sws6_11,page7-14,bedroom,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,652,652_grid_br.png,sws6,sws6_11,br,11,709.953161
3216,59-bedroom-sws6_12,page7-14,bedroom,dog,dog,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,652,652_grid_br.png,sws6,sws6_12,br,7,93.034518
3217,59-bedroom-sws6_13,page7-14,bedroom,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,652,652_grid_br.png,sws6,sws6_13,br,35,743.145134
3218,59-bedroom-sws6_4,page7-14,bedroom,a puppy,puppy,puppy,puppy,puppy.n.01,a young dog,59,652,652_grid_br.png,sws6,sws6_4,br,3,55.55644
3219,59-bedroom-sws6_14,page7-14,bedroom,dog,dog,dog,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,59,652,652_grid_br.png,sws6,sws6_14,br,17,254.07269
3220,59-forest-sws14_16,page7-14,forest,poodle,poodle,poodle,poodle,poodle.n.01,an intelligent dog with a heavy curly solid-colored coat that is usually clipped; an old breed sometimes trained as sporting dogs or as performing dogs,59,654,654_grid_tr.png,sws14,sws14_16,tr,26,507.621976
3221,59-forest-sws14_21,page7-14,forest,zebra camel flamingo dog,zebra camel flamingo dog,zebra,zebra,zebra.n.01,any of several fleet black-and-white striped African equines,59,654,654_grid_tr.png,sws14,sws14_21,tr,12,229.603329
3222,59-forest-sws14_6,page7-14,forest,Hyena,hyena,hyena,hyena,hyena.n.01,doglike nocturnal mammal of Africa and southern Asia that feeds chiefly on carrion,59,654,654_grid_tr.png,sws14,sws14_6,tr,7,62.246054
3223,59-forest-sws14_7,page7-14,forest,poodle,poodle,poodle,poodle,poodle.n.01,an intelligent dog with a heavy curly solid-colored coat that is usually clipped; an old breed sometimes trained as sporting dogs or as performing dogs,59,654,654_grid_tr.png,sws14,sws14_7,tr,34,938.165325
3224,59-forest-sws14_9,page7-14,forest,weasel,weasel,weasel,weasel,weasel.n.02,small carnivorous mammal with short legs and elongated body and neck,59,654,654_grid_tr.png,sws14,sws14_9,tr,27,811.755548
3225,59-forest-sws14_12,page7-14,forest,dinosaur ,dinosaur,dinosaur,dinosaur,dinosaur.n.01,any of numerous extinct terrestrial reptiles of the Mesozoic era,59,654,654_grid_tr.png,sws14,sws14_12,tr,31,433.024994
3226,59-forest-sws14_13,page7-14,forest,horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,654,654_grid_tr.png,sws14,sws14_13,tr,12,552.596444
3227,59-forest-sws14_14,page7-14,forest,Horse,horse,horse,horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,59,654,654_grid_tr.png,sws14,sws14_14,tr,36,773.906873
3228,59-forest-sws14_15,page7-14,forest,I see a llama,llama,llama,llama,llama.n.01,wild or domesticated South American cud-chewing animal related to camels but smaller and lacking a hump,59,654,654_grid_tr.png,sws14,sws14_15,tr,10,224.462206
